Frame,Variance
0,0.006034533
1,0.006159214
2,0.006084104
3,0.006082036
4,0.006081097
5,0.006096181
6,0.006131354
7,0.006037407
8,0.006091388
9,0.006154872
10,0.006245109
11,0.006319324
12,0.006191018
13,0.006065879
14,0.006138852
15,0.006091397
16,0.006128268
17,0.006266518
18,0.006231362
19,0.006215691
20,0.006442487
21,0.006259735
22,0.006183465
23,0.006351046
24,0.006549891
25,0.006274737
26,0.006314744
27,0.00645502
28,0.006375341
29,0.006437114
30,0.006244247
31,0.006433662
32,0.0062984
33,0.006310226
34,0.00613753
35,0.00612742
36,0.006003899
37,0.00604315
38,0.005940348
39,0.005801874
40,0.005963423
41,0.006027021
42,0.005937133
43,0.00579908
44,0.005719217
45,0.005798979
46,0.005853834
47,0.005496212
48,0.005561471
49,0.005360161
50,0.0056611
51,0.005739233
52,0.005536531
53,0.005598507
54,0.005448863
55,0.005427856
56,0.005240737
57,0.005239589
58,0.005239365
59,0.005346323
60,0.005216578
61,0.005121343
62,0.005087586
63,0.004868898
64,0.004702745
65,0.004863787
66,0.004872205
67,0.004597635
68,0.004342547
69,0.004131732
70,0.004184858
71,0.00390124
72,0.004182628
73,0.003821134
74,0.00398492
75,0.00387471
76,0.003977177
77,0.004028018
78,0.003711588
79,0.003978028
80,0.003884034
81,0.003735918
82,0.003634579
83,0.003744884
84,0.003636006
85,0.003693868
86,0.003716342
87,0.003514812
88,0.003573953
89,0.003316475
90,0.003417082
91,0.003372704
92,0.003280878
93,0.003018218
94,0.003264984
95,0.003095419
96,0.002995211
97,0.003006351
98,0.002964971
99,0.002920245
100,0.003061164
101,0.00313437
102,0.003205572
103,0.003093223
104,0.003115982
105,0.002801858
106,0.002906245
107,0.002963732
108,0.002781551
109,0.002826401
110,0.002857649
111,0.002815858
112,0.002939238
113,0.002748439
114,0.002994879
115,0.003024665
116,0.002926332
117,0.002913099
118,0.002992738
119,0.002896597
120,0.002944889
121,0.002936367
122,0.002801904
123,0.002943094
124,0.002777563
125,0.002763419
126,0.002678269
127,0.002719222
128,0.002823957
129,0.002805519
130,0.002773597
131,0.002851515
132,0.002836668
133,0.002669418
