Frame,MSE
0,0
1,0.009759034
2,0.009135874
3,0.009073374
4,0.00905542
5,0.009057735
6,0.009343226
7,0.009400105
8,0.009086305
9,0.00878991
10,0.008750038
11,0.008789479
12,0.008807186
13,0.009070411
14,0.008989318
15,0.008591072
16,0.00856178
17,0.009136826
18,0.008787404
19,0.009284589
20,0.009346811
21,0.009619871
22,0.009057659
23,0.00878141
24,0.00860831
25,0.008863725
26,0.008790572
27,0.008490966
28,0.008892928
29,0.008876323
30,0.008934953
31,0.01072338
32,0.01042859
33,0.009757522
34,0.008628306
35,0.008361223
36,0.00917223
37,0.008230333
38,0.00834676
39,0.008469714
40,0.009171368
41,0.008468076
42,0.009196143
43,0.007925153
44,0.008999396
45,0.0102359
46,0.01015939
47,0.009815413
48,0.01042364
49,0.00994234
50,0.01173512
51,0.01039424
52,0.01187083
53,0.01138254
54,0.01181148
55,0.01211024
56,0.01056574
57,0.01363874
58,0.01320046
59,0.01272501
60,0.01435849
61,0.01518623
62,0.01573679
63,0.01482895
64,0.01435399
65,0.01329597
66,0.01362164
67,0.01446462
68,0.01324845
69,0.009392218
70,0.009264058
71,0.0104047
72,0.009868684
73,0.009241112
74,0.009239504
75,0.009117859
76,0.00910587
77,0.01009385
78,0.008240688
79,0.008343595
80,0.008303571
81,0.008339738
82,0.008224783
83,0.008231632
84,0.008136128
85,0.008227861
86,0.008344351
87,0.008216493
88,0.009947244
89,0.01040321
90,0.008542725
91,0.00859462
92,0.009480583
93,0.00916505
94,0.008844196
95,0.008398025
96,0.01024011
97,0.01035692
98,0.01068171
99,0.008839759
100,0.007905839
101,0.007911865
102,0.007980124
103,0.008569385
104,0.008534121
105,0.007478258
106,0.008969765
107,0.009004742
108,0.01119023
109,0.01274648
110,0.01406052
111,0.01217458
112,0.009635899
113,0.009770498
114,0.01379411
115,0.01588342
116,0.01605949
117,0.01561607
118,0.01639616
119,0.01405534
120,0.01416292
121,0.01719779
122,0.01399646
123,0.008320369
124,0.009914555
125,0.008266949
126,0.008005491
127,0.007926391
128,0.009458996
129,0.007600956
130,0.008219876
131,0.008993895
132,0.00800843
133,0.008894389
134,0.008286576
135,0.008698503
136,0.008852534
137,0.009510319
138,0.009626728
139,0.01122129
140,0.01046984
141,0.009563098
142,0.008961841
143,0.008892857
144,0.009425067
145,0.009921112
146,0.009856123
147,0.008683437
148,0.009157778
149,0.009109992
150,0.008662791
151,0.008540099
152,0.007933826
153,0.006475742
154,0.006944368
155,0.006748308
156,0.006879522
157,0.006761467
158,0.007253328
159,0.006871624
160,0.006676153
161,0.006563363
162,0.006329243
163,0.006097961
164,0.00610728
165,0.00651459
166,0.006741697
167,0.006648842
168,0.006472895
169,0.007274514
170,0.006416408
171,0.006586167
172,0.006134361
173,0.006458701
174,0.006327978
175,0.006278347
176,0.006287565
177,0.005810259
178,0.006383678
179,0.006901064
180,0.006545764
181,0.006537901
182,0.006642701
183,0.006038664
184,0.006039916
185,0.005981916
186,0.00577396
187,0.005661381
188,0.005631354
189,0.005866951
190,0.005733075
191,0.005775006
192,0.005667654
193,0.005677206
194,0.005542743
195,0.005584152
196,0.005847502
197,0.005722748
198,0.005765983
199,0.005730563
200,0.005466797
201,0.005753424
202,0.006184136
203,0.006538453
204,0.006602307
205,0.006718871
206,0.005954715
207,0.006534838
208,0.0063182
209,0.006470523
210,0.005979244
211,0.006562269
212,0.0061662
213,0.006261931
214,0.005876254
215,0.005879687
216,0.005855265
217,0.00562595
218,0.005719721
219,0.006567222
220,0.00672035
221,0.006877429
222,0.00730398
223,0.007463115
224,0.00736819
225,0.007428593
226,0.008531143
227,0.008010279
228,0.008094378
229,0.007939446
230,0.007406811
231,0.007211298
232,0.007350912
233,0.0109976
234,0.008971965
235,0.01001843
236,0.01031158
237,0.009868485
238,0.01132306
239,0.01143354
240,0.01132538
241,0.01173638
242,0.01107503
243,0.0113521
244,0.01117264
245,0.01178271
246,0.01169968
247,0.01355778
248,0.01580908
249,0.01521119
250,0.01256132
251,0.0123667
252,0.01406697
253,0.0142314
254,0.01702484
255,0.01652315
256,0.01679751
257,0.01942107
258,0.01365255
259,0.01024273
260,0.01084197
261,0.01036768
262,0.01062128
263,0.0104866
264,0.01074119
265,0.01035837
266,0.01148998
267,0.01166882
268,0.01216125
269,0.01071198
270,0.01274294
271,0.01661225
272,0.01110675
273,0.0111744
274,0.01011103
275,0.009636659
276,0.009537673
277,0.01157945
278,0.01125198
279,0.01315282
280,0.01578333
281,0.01631679
282,0.01653367
283,0.02101498
284,0.02218596
285,0.01244807
286,0.009707212
287,0.008766075
288,0.008714853
289,0.00997973
290,0.008871477
291,0.008378189
292,0.008381248
293,0.00942129
294,0.01106253
295,0.01318815
296,0.01166304
297,0.00896854
298,0.009285945
299,0.008790648
300,0.008746569
301,0.01039849
302,0.0107028
303,0.01102295
304,0.01045704
305,0.0112091
306,0.009265511
307,0.01212931
308,0.01058527
309,0.01082955
310,0.01182991
311,0.0105337
312,0.01002323
313,0.009360645
314,0.008096915
315,0.00923817
316,0.009023929
317,0.009333785
318,0.008514652
