Frame,MSE
0,0
1,0
2,0.008097439
3,0.007824828
4,0.007844074
5,0.007842284
6,0.00782537
7,0.007851054
8,0.007855792
9,0.007803266
10,0.007831521
11,0.007836277
12,0.007818697
13,0.00781723
14,0.007806088
15,0.007773399
16,0.007768027
17,0.007741444
18,0.007667308
19,0.007691474
20,0.007681764
21,0.007648945
22,0.007858831
23,0.00784728
24,0.007837407
25,0.00786236
26,0.007833988
27,0.007839132
28,0.007814425
29,0.00783794
30,0.007859641
31,0.007828741
32,0.007804923
33,0.007772926
34,0.00776854
35,0.007761421
36,0.007674472
37,0.007651666
38,0.007663161
39,0.00764773
40,0.007692192
41,0.007689836
42,0.007700996
43,0.007662934
44,0.007666548
45,0.007635059
46,0.007645668
47,0.007648344
48,0.007655253
49,0.007656784
50,0.007915721
51,0.007972857
52,0.008046187
53,0.008084984
54,0.008098259
55,0.008160323
56,0.008224759
57,0.008467494
58,0.00849616
59,0.008413154
60,0.008457787
61,0.008497464
62,0.008495788
63,0.008546121
64,0.008416926
65,0.008436792
66,0.008408717
67,0.008432779
68,0.008444551
69,0.008401745
70,0.008363224
71,0.008523701
72,0.008486422
73,0.008510165
74,0.008514769
75,0.008504163
76,0.008474908
77,0.008441922
78,0.008496642
79,0.008493208
80,0.008501347
81,0.008485342
82,0.008477963
83,0.008463846
84,0.008489635
85,0.008592313
86,0.008609414
87,0.008613179
88,0.008636796
89,0.008609902
90,0.008580189
91,0.008608181
92,0.008624869
93,0.008643042
94,0.008580713
95,0.008572483
96,0.008590774
97,0.008619018
98,0.008615462
99,0.008644072
100,0.008169238
101,0.008169174
102,0.008136099
103,0.008134687
104,0.008166783
105,0.008135926
106,0.008123014
107,0.008131796
108,0.00812536
109,0.00811654
110,0.008084297
111,0.008080832
112,0.00807882
113,0.008070709
114,0.00817578
115,0.008199138
116,0.008195202
117,0.008170386
118,0.008147176
119,0.008157118
120,0.008118334
121,0.00780869
122,0.007782346
123,0.007797939
124,0.007848464
125,0.007921399
126,0.007944359
127,0.007990403
128,0.007321994
129,0.007398075
130,0.007441758
131,0.007521089
132,0.007538616
133,0.007664859
134,0.007774516
135,0.007594497
136,0.007670206
137,0.007785204
138,0.007791816
139,0.007855426
140,0.00799694
141,0.008162756
142,0.007642976
143,0.007703861
144,0.007701897
145,0.007704974
146,0.007781367
147,0.007791692
148,0.007845183
149,0.007092346
150,0.007090463
151,0.007170291
152,0.007201108
153,0.007248341
154,0.007307412
155,0.007321527
156,0.00668093
157,0.006727833
158,0.006748097
159,0.006788956
160,0.006768386
161,0.006803749
162,0.006756336
163,0.006156529
164,0.006194941
165,0.00621066
166,0.006236668
167,0.006244396
168,0.00627199
169,0.006328038
170,0.005835963
171,0.005877355
172,0.005843302
173,0.005814335
174,0.005798195
175,0.005675721
176,0.005622402
177,0.005317851
178,0.005311923
179,0.005305582
180,0.005308326
181,0.005309341
182,0.005289232
183,0.00525825
184,0.005305497
185,0.005273126
186,0.005250404
187,0.00525622
188,0.005236115
189,0.005241866
190,0.005199559
191,0.005205065
192,0.005198179
193,0.0052218
194,0.005220665
195,0.005210241
196,0.005220664
197,0.005227405
198,0.005204489
199,0.005191294
200,0.005184332
201,0.005189744
202,0.005218379
203,0.00518867
204,0.00518751
205,0.005439931
206,0.005400163
207,0.00537312
208,0.005346248
209,0.00534294
210,0.005372484
211,0.005376657
212,0.005792661
213,0.005804922
214,0.005796254
215,0.005796411
216,0.005770309
217,0.005738677
218,0.005722505
219,0.006304358
220,0.006288829
221,0.006282571
222,0.006288792
223,0.006330692
224,0.006348831
225,0.006354154
226,0.006837376
227,0.006761147
228,0.006756012
229,0.006768144
230,0.006947754
231,0.006966651
232,0.006946169
233,0.008112996
234,0.008103727
235,0.008065737
236,0.008079157
237,0.008081506
238,0.008123826
239,0.008108686
240,0.00853656
241,0.008532773
242,0.008496943
243,0.008491077
244,0.008440819
245,0.008471111
246,0.008510832
247,0.009328165
248,0.009344101
249,0.009364963
250,0.009403078
251,0.00939539
252,0.009387659
253,0.009489655
254,0.0096255
255,0.009646665
256,0.009639975
257,0.00965759
258,0.009677043
259,0.009507047
260,0.009457546
261,0.009508261
262,0.009514273
263,0.009551544
264,0.009630758
265,0.009618064
266,0.009550043
