Frame,Variance
0,0.002460187
1,0.002374137
2,0.002323163
3,0.002383334
4,0.002325615
5,0.002359076
6,0.002315001
7,0.00214193
8,0.002014272
9,0.001989217
10,0.001943844
11,0.002005769
12,0.002041535
13,0.002019207
14,0.002637052
15,0.002366524
16,0.002374316
17,0.002298323
18,0.002352391
19,0.002046047
20,0.002040841
21,0.00182324
22,0.001891399
23,0.001786761
24,0.001789783
25,0.001809374
26,0.001632648
27,0.001821376
28,0.00144208
29,0.001432925
30,0.001627198
31,0.001355446
32,0.001612501
33,0.001242635
34,0.001260521
35,0.0009159123
36,0.0009274409
37,0.001036075
38,0.0009456132
39,0.0009582292
40,0.0009988522
41,0.001149385
42,0.001184509
43,0.001024119
44,0.0009202042
45,0.0009237644
46,0.0009824592
47,0.0009572465
48,0.0009031287
49,0.0008367184
50,0.000850859
51,0.000822147
52,0.000803708
53,0.0008542477
54,0.0008385953
55,0.0008781789
56,0.0009527295
57,0.0009698811
58,0.0009674279
59,0.0009601079
60,0.0009634569
61,0.0009153433
62,0.0009273353
63,0.001413824
64,0.001332027
65,0.001335683
66,0.001299069
67,0.001277115
68,0.001220431
69,0.001282035
70,0.001514397
71,0.001402395
72,0.001592648
73,0.001623921
74,0.001616344
75,0.001488341
76,0.001733054
77,0.002036932
78,0.002017612
79,0.002055381
80,0.002125796
81,0.002111487
82,0.001422872
83,0.00148617
84,0.001160319
85,0.001068844
86,0.001004615
87,0.0009243118
88,0.0009470118
89,0.001069239
90,0.001105892
91,0.001275304
92,0.00124976
93,0.001219903
94,0.001232611
95,0.001288426
96,0.001308998
97,0.001315249
98,0.001142213
99,0.0009979525
100,0.001253233
101,0.001284482
102,0.001296786
103,0.001714538
104,0.00160998
105,0.001467006
106,0.001430211
107,0.00138775
108,0.001396543
109,0.001204682
110,0.001212915
111,0.001147336
112,0.001418024
113,0.001455138
114,0.001448674
115,0.001449318
116,0.001483599
117,0.001551697
118,0.001614861
119,0.001858326
120,0.001923825
121,0.002024629
122,0.002077634
123,0.002180999
124,0.002154287
125,0.00238755
126,0.002516485
127,0.002628905
128,0.002915156
129,0.002987488
130,0.003061644
131,0.003180025
132,0.003272319
133,0.003174259
134,0.003195688
135,0.003226281
136,0.003233222
137,0.003024817
138,0.002716642
139,0.002163819
140,0.003041078
141,0.002848431
142,0.002618335
143,0.002392219
144,0.002142067
145,0.00206567
146,0.001701458
147,0.001121736
148,0.00129952
149,0.001046474
150,0.0009047224
151,0.0007112267
152,0.0006354528
153,0.0006916564
154,0.00093544
155,0.0006609685
156,0.0005329464
157,0.0005310933
158,0.000523077
159,0.0005510811
160,0.0005811295
161,0.0007679064
162,0.001556324
163,0.0014034
164,0.001187262
165,0.0007143294
166,0.0005652769
167,0.0007123062
168,0.000775679
169,0.0007708859
170,0.000726898
171,0.0007802779
172,0.0008199936
173,0.0008013856
174,0.0007857286
175,0.0007650142
176,0.0006378358
177,0.0006081749
178,0.0006003515
179,0.0007736149
180,0.0009016817
181,0.001027405
182,0.001043311
183,0.001377776
184,0.001330809
185,0.00153434
186,0.001612197
187,0.001579117
188,0.001514566
189,0.001745092
190,0.001762053
191,0.001742203
192,0.001669576
193,0.001540344
194,0.001533691
195,0.001504048
196,0.001196743
197,0.001161742
198,0.001135772
199,0.001107132
200,0.001081998
201,0.001044518
202,0.001090158
203,0.0008000904
204,0.0007896477
205,0.000709408
206,0.0007074833
207,0.0007247861
208,0.000651176
209,0.0005817505
210,0.0005611138
211,0.0005763051
212,0.0005613968
213,0.0005801825
214,0.0006012672
215,0.0005380545
216,0.0004947442
217,0.0006338861
218,0.0006215358
219,0.0005700058
220,0.0005417899
221,0.0005095768
222,0.00037254
223,0.0003299895
224,0.000289499
225,0.0002867729
226,0.000291301
227,0.0002829218
228,0.0002708648
229,0.0002915929
230,0.0002838054
231,0.0002736391
232,0.0002668892
233,0.0002721345
234,0.0002706417
235,0.0002665774
236,0.0002750552
237,0.0003011868
238,0.0004015322
239,0.0004841168
240,0.0004791527
241,0.0005045162
242,0.0005131586
243,0.0004445713
244,0.0004493129
245,0.0006954033
246,0.0006985041
247,0.0007008549
248,0.0007019912
249,0.0006224186
250,0.000640122
251,0.0006755345
252,0.0007596876
253,0.0007873196
254,0.0007359994
255,0.0007032424
256,0.0006633602
257,0.0006013606
258,0.0006258725
259,0.0006897389
260,0.0007175108
261,0.0006877576
262,0.0006301309
263,0.0006019734
